name,auc,accuracy,precision,f1_score,recall,log_loss
gradientboosting,0.7993757431629014,0.7241379310344828,0.8258928571428571,0.7198443579766538,0.6379310344827587,0.5012190828318507
adaboost,0.8049271700356718,0.7030651340996169,0.7547169811320755,0.7207207207207208,0.6896551724137931,0.6705472047006384
xgboost,0.7924866230677764,0.7088122605363985,0.7536764705882353,0.7295373665480427,0.7068965517241379,0.6228366224701833
rf,0.8033368014268728,0.710727969348659,0.7704280155642024,0.7239488117001828,0.6827586206896552,0.6152269716705446
mnb,0.6940472651605232,0.6743295019157088,0.8225806451612904,0.6428571428571428,0.5275862068965518,0.55642218626509
gnb,0.7555217003567182,0.6973180076628352,0.9782608695652174,0.630841121495327,0.46551724137931033,1.3464425838301537
bnb,0.714922711058264,0.6819923371647509,0.8369565217391305,0.649789029535865,0.5310344827586206,0.5641179742126827
dt,0.784609096313912,0.7126436781609196,0.8097345132743363,0.7093023255813954,0.6310344827586207,1.493828841488206
